"id","description"
"15586","QUARTO TWIN SUPERIOR 2 CAMAS INDIVIDUAIS <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA"
"15688","QUARTO TWIN SUPERIOR 2 CAMAS INDIVIDUAIS EXTRAGRANDES + PREÇO PARA MEMBROS: 10%"
"16538","QUARTO TWIN SUPERIOR 2 CAMAS INDIVIDUAIS EXTRAGRANDES + PROMOÇÃO PRIVADA: POUPE 10%"
"15651","QUARTO TWIN SUPERIOR 2 CAMAS INDIVIDUAIS EXTRAGRANDES <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 10%"
"16507","QUARTO TWIN SUPERIOR 2 CAMAS INDIVIDUAIS EXTRAGRANDES <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16540","QUARTO TWIN SUPERIOR 2 CAMAS INDIVIDUAIS EXTRAGRANDES <U>PACKAGE RATE</U> + PROMOÇÃO PRIVADA"
"16511","QUARTO TWIN SUPERIOR 2 CAMAS INDIVIDUAIS EXTRAGRANDES <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA"
"15882","QUARTO TWIN SUPERIOR, 2 CAMAS INDIVIDUAIS"
"15968","QUARTO TWIN SUPERIOR, 2 CAMAS INDIVIDUAIS (SINGLE USE) + PROMOÇÃO PRIVADA: POUPE 10%"
"15964","QUARTO TWIN SUPERIOR, 2 CAMAS INDIVIDUAIS (SINGLE USE) <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"15976","QUARTO TWIN SUPERIOR, 2 CAMAS INDIVIDUAIS + PROMOÇÃO PRIVADA: POUPE 10%"
"15858","QUARTO TWIN SUPERIOR, 2 CAMAS INDIVIDUAIS <U>NON REFUNDABLE</U>"
"15967","QUARTO TWIN SUPERIOR, 2 CAMAS INDIVIDUAIS <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"15977","QUARTO TWIN SUPERIOR, 2 CAMAS INDIVIDUAIS <U>PACKAGE RATE</U>"
"15708","QUARTO TWIN SUPERIOR, VISTA PARA A CIDADE 2 CAMAS INDIVIDUAIS + PREÇO PARA MEMBROS: 10%"
"15721","QUARTO TWIN SUPERIOR, VISTA PARA O MAR 2 CAMAS INDIVIDUAIS + PREÇO PARA MEMBROS: 10%"
"16422","QUARTO TWIN SUPERIOR, VISTA PARA O RIO 1 CAMA DE CASAL + PROMOÇÃO PRIVADA: POUPE 10%"
"16417","QUARTO TWIN SUPERIOR, VISTA PARA O RIO 1 CAMA DE CASAL <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16038","QUARTO TWIN, 2 CAMAS INDIVIDUAIS (RENOVATED)"
"16020","QUARTO TWIN, 2 CAMAS INDIVIDUAIS (RENOVATED) <U>NON REFUNDABLE</U>"
"15646","QUARTO TWIN, 2 CAMAS INDIVIDUAIS + PREÇO PARA MEMBROS: 33%"
"15589","QUARTO TWIN, 2 CAMAS INDIVIDUAIS <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 33%"
"15778","QUARTO TWIN, VARANDA, VISTA PARA O MAR (EXTRA BED, 3 ADULTS) 1 CAMA INDIVIDUAL <U><I>BED TYPE AREN'T GUARANTEED</I></U>"
"15777","QUARTO TWIN, VARANDA, VISTA PARA O MAR (EXTRA BED, 3 ADULTS) 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U>"
"15682","QUARTO TWIN, VISTA PARA O MAR 2 CAMAS INDIVIDUAIS"
"15974","QUARTO, 1 CAMA DE CASAL"
"15969","QUARTO, 1 CAMA DE CASAL <U>NON REFUNDABLE</U>"
"15979","QUARTO, 1 CAMA DE CASAL <U>PACKAGE RATE</U>"
"15971","QUARTO, 1 CAMA DE CASAL <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>"
"15805","QUARTO, 1 CAMA KING SIZE, PÁTIO, VISTA"
"15975","QUARTO, 2 CAMAS INDIVIDUAIS"
"15970","QUARTO, 2 CAMAS INDIVIDUAIS <U>NON REFUNDABLE</U>"
"16711","QUARTO, VISTA PARA O JARDIM (COSY) 1 CAMA QUEEN SIZE"
"16712","QUARTO, VISTA PARA O JARDIM (COSY) 1 CAMA QUEEN SIZE <U>NON REFUNDABLE</U>"
"319","RED LEVEL, HABITACIÓN DELUXE"
"320","RED LEVEL, SUITE JUNIOR"
"430","REDLEVEL ONE BEDROOM MASTER SUITE WITH TERRACE"
"428","REDLEVEL PENTHOUSE SUITE"
"302","REDLEVEL SUITE THREE ROOMS"
"507","REGENCY EXEC SUITE WITH 1 KING BED"
"508","REGENCY SUITE KING"
"11879","RENOVATED CLASSIC ROOM WITH 1 SWEET DOUBLE SIZE BED"
"14460","RENOVATED CLASSIC ROOM WITH 1 SWEET DOUBLE SIZE BED    NO REEMBOLSABLE"
"11884","RENOVATED STANDARD ROOM WITH 1 SWEET DOUBLE SIZE BED"
"14461","RENOVATED STANDARD ROOM WITH 1 SWEET DOUBLE SIZE BED    NO REEMBOLSABLE"
"12327","RIVER VIEW PREMIUM ROOM"
"15168","RIVER VIEW PREMIUM ROOM   PACKAGE RATE"
"12303","RIVER VIEW PREMIUM ROOM + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"12747","RIVER VIEW ROOM"
"11768","RIVER VISTA RIVER"
"3247","ROMANTIC PACKAGE"
"1131","ROMANTIC ROOM"
"1110","ROOM"
"1948","ROOM   CITY VIEW"
"2986","ROOM   DISABLED ADAPTED"
"2988","ROOM   ECONOMY WITH SOFA BED"
"1899","ROOM   LATERAL SEA VIEW"
"1898","ROOM   PARTIAL SEA VIEW"
"1228","ROOM   SEA VIEW"
"3024","ROOM   TERRACE   SEA VIEW"
"11141","ROOM  DISABLED ADAPTED"
"1107","ROOM (2PAX) + PARKING"
"2045","ROOM (2X2 FAMILY PLAN)"
"6445","ROOM (AUTHENTIQUE),1 QUEEN BED,NONSMOKING + SAVE10%"
"11634","ROOM (COSY)"
"11609","ROOM (COSY) NONREFUNDABLE"
"6753","ROOM (COSY),1 KING BED,NONSMOKING + BOOK EARLY AND SAVE"
"6755","ROOM (COSY),1 KING BED,NONSMOKING + PRIVATE SALE: SAVE 10%"
"11659","ROOM (MANSARDA)"
"13405","ROOM (MANSARDA) , 1 DOUBLE BED + "
"11874","ROOM (SMALL)"
"11869","ROOM (SMALL) NONREFUNDABLE"
"1135","ROOM 1 KING BED"
"2869","ROOM 1 KING BED NON REFUNDABLE"
"11413","ROOM 2 BEDS"
"1136","ROOM 2 TWIN BEDS"
"1154","ROOM 2 TWIN BEDS NON SMOKING"
"2873","ROOM 2 TWIN BEDS NON SMOKING NON REFUNDABLE"
"16950","ROOM ACCESSIBLE"
"1226","ROOM AND SPA ACCESS (2PAX)"
"13828","ROOM ASSIGNED AT CHECK IN"
"14832","ROOM ASSIGNED ON ARRIVAL"
"12626","ROOM CAPACITY 1"
"581","ROOM CAPACITY 2"
"14143","ROOM CITY VIEW"
"626","ROOM CLASSIC"
"12705","ROOM CLASSIC + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"4620","ROOM CLASSIC WITH TERRACE"
"621","ROOM DELUXE"
"5484","ROOM DELUXE + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"43","ROOM DELUXE CITY VIEW"
"12374","ROOM DELUXE GARDEN VIEW"
"11798","ROOM DELUXE NON REFUNDABLE"
"16955","ROOM DELUXE OCEAN VIEW"
"12433","ROOM DELUXE RIVER VIEW"
"11100","ROOM DELUXE WITH VIEWS"
"5874","ROOM EXECUTIVE"
"12947","ROOM EXECUTIVE + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"12561","ROOM GARDEN VIEW"
"14665","ROOM GARDEN VIEW (COSY) NON REFUNDABLE"
"12614","ROOM GRAND DELUXE"
"340","ROOM HONEYMOON"
"4612","ROOM INNER"
"12151","ROOM INNER KING SIZE BED"
"3269","ROOM L (2 ADULTS)"
"10804","ROOM NON REFUNDABLE"
"12836","ROOM ONE BED"
"45","ROOM PENTHOUSE"
"3316","ROOM PREMIUM"
"12816","ROOM QUEEN SIZE BED"
"94","ROOM RUN OF HOUSE"
"189","ROOM RUN OF HOUSE + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"355","ROOM RUN OF HOUSE NON REFUNDABLE"
"12284","ROOM SEA VIEW"
"40","ROOM STANDARD"
"345","ROOM STANDARD + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"41","ROOM SUPERIOR"
"12717","ROOM SUPERIOR + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"12693","ROOM SUPERIOR WITH BALCONY"
"542","ROOM SUPERIOR WITH TERRACE"
"347","ROOM SUPERIOR WITH VIEWS"
"12927","ROOM SUPERIOR WITH VIEWS + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"12189","ROOM TWO BEDS"
"4541","ROOM TWO BEDS + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"16951","ROOM TWO DOUBLE BEDS"
"11732","ROOM VISTA POOL OR GARDEN"
"12150","ROOM WITH 1 DOUBLE BED"
"14187","ROOM WITH 1 DOUBLE BED    NO REEMBOLSABLE"
"12175","ROOM WITH 1 DOUBLE BED AND A SOFA"
"14214","ROOM WITH 1 DOUBLE BED AND A SOFA    NO REEMBOLSABLE"
"11407","ROOM WITH 1 DOUBLE BED EQUIPPED WITH THE NEW BEDDING"
"11410","ROOM WITH 1 DOUBLE BED EQUIPPED WITH THE NEW BEDDING NON REFUNDABLE"
"12241","ROOM WITH 1 QUEEN BED AND 1 SOFA"
"12174","ROOM WITH 2 SINGLE BEDS AND 1 SOFA"
"14215","ROOM WITH 2 SINGLE BEDS AND 1 SOFA    NO REEMBOLSABLE"
"11408","ROOM WITH 2 SINGLE BEDS EQUIPPED WITH THE NEW BEDDING"
"11409","ROOM WITH 2 SINGLE BEDS EQUIPPED WITH THE NEW BEDDING NON REFUNDABLE"
"16985","ROOM WITH A VIEW, 1 KING"
"16986","ROOM WITH A VIEW, 2 DOUBLE"
"11875","ROOM WITH BALCONY"
"16953","ROOM WITH DOUBLE BED"
"1999","ROOM WITH PARKING INCLUDED"
"1716","ROOM WITH SUPPLETORY BED"
"1227","ROOM WITH TERRACE"
"10856","ROOM WITH TERRACE NON REFUNDABLE"
"134","ROOM WITH VIEWS"
"3211","ROOM XL (2 ADULTS)"
"1293","ROOM, 1 DOUBLE BED"
"1138","ROOM, 1 KING BED"
"6582","ROOM, 1 KING BED, ACCESSIBLE,NONSMOKING"
"6581","ROOM, 1 KING BED,NONSMOKING"
"6697","ROOM, 1 QUEEN BED, CITY VIEW,NONSMOKING"
"6457","ROOM, 1 QUEEN BED,NONSMOKING"
"1139","ROOM, 2 TWIN BEDS"
"1156","ROOM, 2 TWIN BEDS, NON SMOKING"
"11429","ROOM, DOUBLE BED"
"14100","ROOM, DOUBLE BED + ROOM PROMTION"
"12034","ROOM, DOUBLE BED, POOL VIEW"
"13348","ROOM, DOUBLE BED, SMALL"
"12045","ROOM, DOUBLE BED, WITH VIEW"
"11915","ROOM, DOUBLE BED, WITH VIEW, BALCONY, LARGE"
"11994","ROOM, DOUBLE/DOUBLE"
"12016","ROOM, DOUBLE/DOUBLE, POOL VIEW"
"16800","ROOM, KING BED"
"11992","ROOM, QUEEN BED"
"11035","ROOM, SINGLE"
"11989","ROOM, SINGLE, DOUBLE BED"
"12035","ROOM, SINGLE, DOUBLE BED, POOL VIEW"
"12061","ROOM, SINGLE, POOL VIEW"
"11979","ROOM, SINGLE, QUEEN BED"
"11440","ROOM, TRIPLE"
"11428","ROOM, TWIN BEDS"
"11599","ROOM, WITH VIEW"
"6283","ROOM,1 DOUBLE BED,NONSMOKING"
"9089","ROOM,1 DOUBLE BED,NONSMOKING + SAVE10%"
"6284","ROOM,1 DOUBLE BED,NONSMOKING + SAVE11%"
"795","ROOMY BALCONY"
"798","ROOMY TERRACE"
"9012","ROOMY,1 QUEEN BED,NONSMOKING"
"6705","ROOMY,1 QUEEN BED,NONSMOKING + PRIVATE SALE: SAVE 10%"
"15045","ROYAL BB   NON REFUNDABLE"
"12100","ROYAL CON JACUZZI"
"13553","ROYAL DOUBLE ROOM, CITY VIEW , 1 QUEEN BED + "
"11859","ROYAL SUITE KING PANORAMIC VIEWS OF THE CITY LOCATED 9TH FLOOR SIZE 1890 SQFT"
"6466","ROYAL SUITE,1 QUEEN BED,NONSMOKING + BOOK NOW AND SAVE"
"8849","ROYAL SUITE,1 QUEEN BED,NONSMOKING + SAVE10%"
"12993","ROYAL WITH JACUZZI"
"12077","ROYAL WITH VIEW"
"14574","ROYAL WITH VIEW SINGLE"
"1465","RUN OF HOUSE"
"13856","RUN OF THE HOUSE ROOM"
"5001","San Sebastián - Bilbao Tramo 1 2025"
"5118","Santander - Gijón Tramo 3 2025"
"12095","SANTIAGO SUITE"
"12090","SANTIAGO SUITE NR"
"14060","SANTO ANTONIO DOUBLE SUITE (FULL DOUBLE BED)"
"14062","SANTO ANTONIO DOUBLE SUITE (FULL DOUBLE BED) (KING SIZE BED)"
"12822","SEA VIEW DOUBLE/TWIN"
"12864","SEA VIEW DOUBLE/TWIN WITH EXTRA BED"
"12239","SEA VIEW STANDARD ROOM 1 ADULT"
"12619","SEASCAPE ROOM"
"15287","SEASCAPE ROOM   NON REFUNDABLE   10%"
"12628","SEAVIEW RETREAT"
"15304","SEAVIEW RETREAT ROOM   NON REFUNDABLE   10%"
"16732","SENCILLA"
"13239","SHARED DORMITORY MIXED DORM SHARED BATHROOM (1 BED IN 6 BED DORM)"
"13459","SHARED ROOM SHARED BATHROOM"
"13566","SHARED ROOM SHARED BATHROOM WOMEN ONLY"
"13463","SHARED ROOM SUPERIOR SHARED BATHROOM"
"1970","SHARED ROOM WITH SHARED BATHROOM"
"8728","SIGNATURE DOUBLE ROOM, 1 QUEEN BED, BATHTUB (DESIGN),NONSMOKING + BOOK NOW AND SAVE"
"8752","SIGNATURE DOUBLE ROOM, 1 QUEEN BED, BATHTUB (DESIGN),NONSMOKING + PRIVATE SALE: SAVE 10%"
"11251","SIGNATURE, KING BED, BALCONY"
"11252","SIGNATURE, TWIN BEDS, BALCONY"
"13646","SINGL USE DOUBLE SUPERIOR + EXT SPO SPECIAL 10% PACKAGE"
"10973","SINGLE"
"15368","SINGLE   RO"
"12855","SINGLE AIRPORT VIEW"
"14087","SINGLE APARTMENT (TERRACE)"
"15133","SINGLE BALCONY SEA VIEW ROOM"
"15149","SINGLE BALCONY SEA VIEW ROOM HB"
"12581","SINGLE BASIC"
"13314","SINGLE BASIC ECONOMY"
"12436","SINGLE BUSINESS"
"12694","SINGLE CAPACITY 1"
"12690","SINGLE CITY VIEW"
"5501","SINGLE CLASSIC"
"14425","SINGLE CLASSIC   TARIFA EMPAQUETADA"
"11715","SINGLE CLASSIC (1A)"
"5502","SINGLE CLASSIC + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"11099","SINGLE CLASSIC GARDEN VIEW"
"15118","SINGLE CLASSIC GARDEN VIEW   PACK"
"14212","SINGLE CLASSIC GARDEN VIEW   SPECIAL OFFER"
"14199","SINGLE CLASSIC GARDEN VIEW   SPECIAL OFFER   PACK"
"11080","SINGLE CLASSIC GARDEN VIEW  PACK"
"11047","SINGLE CLASSIC GARDEN VIEW  SPECIAL OFFER"
"11039","SINGLE CLASSIC GARDEN VIEW  SPECIAL OFFER  PACK"
"11207","SINGLE CLASSIC GARDEN VIEW HB"
"14257","SINGLE CLASSIC GARDEN VIEW HB   PACK"
"14248","SINGLE CLASSIC GARDEN VIEW HB   SPECIAL OFFER"
"14241","SINGLE CLASSIC GARDEN VIEW HB   SPECIAL OFFER   PACK"
"11191","SINGLE CLASSIC GARDEN VIEW HB  PACK"
"11175","SINGLE CLASSIC GARDEN VIEW HB  SPECIAL OFFER"
"11158","SINGLE CLASSIC GARDEN VIEW HB  SPECIAL OFFER  PACK"
"11682","SINGLE CLASSIC ROOM"
"15284","SINGLE CLASSIC ROOM   PACK"
"15294","SINGLE CLASSIC ROOM   SPECIAL OFFER"
"15285","SINGLE CLASSIC ROOM   SPECIAL OFFER   PACK"
"13740","SINGLE CLASSIC ROOM (1A)"
"14497","SINGLE CLASSIC ROOM (NON REFUNDABLE)"
"14001","SINGLE CLUB SUITE"
"5509","SINGLE COMFORT"
"5508","SINGLE COMFORT + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"12287","SINGLE COOL BALCONY"
"11665","SINGLE COSY (1A)"
"11669","SINGLE COZY ROOM"
"15446","SINGLE CR SUPERIOR BB"
"15428","SINGLE CR SUPERIOR BB   SPO"
"15454","SINGLE CR SUPERIOR CORNER BB   SPO"
"15438","SINGLE CR SUPERIOR CORNER RO   SPO"
"15449","SINGLE CR SUPERIOR RO"
"15422","SINGLE CR SUPERIOR RO   SPO"
"12068","SINGLE DELUXE"
"11719","SINGLE DELUXE (1A)"
"12725","SINGLE DELUXE + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"12980","SINGLE DELUXE CITY VIEW"
"12712","SINGLE DELUXE KING BED"
"12715","SINGLE DELUXE PARK VIEW"
"12393","SINGLE DELUXE PREMIER ROOM"
"11722","SINGLE DELUXE ROOM"
"14276","SINGLE DELUXE ROOM    NO REEMBOLSABLE"
"14286","SINGLE DELUXE ROOM   TARIFA EMPAQUETADA    NO REEMBOLSABLE"
"12722","SINGLE DELUXE ROOM + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"13803","SINGLE DELUXE ROOM NON REFUNDABLE"
"12357","SINGLE DELUXE ROOM WITH BALCONY AND OCEAN VIEW"
"13007","SINGLE DELUXE SUPERIOR"
"12551","SINGLE ECONOMY"
"12542","SINGLE ECONOMY + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"12113","SINGLE EXECUTIVE"
"14491","SINGLE EXECUTIVE    NO REEMBOLSABLE"
"12117","SINGLE EXECUTIVE + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"11968","SINGLE EXECUTIVE BB"
"12631","SINGLE EXECUTIVE KING BED"
"11945","SINGLE EXECUTIVE RO"
"15400","SINGLE EXECUTIVE RO   NRF"
"11925","SINGLE EXECUTIVE RO  NRF"
"12109","SINGLE EXECUTIVE ROOM"
"12116","SINGLE EXECUTIVE ROOM + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"14007","SINGLE FAMILY APARTMENT"
"13965","SINGLE FAMILY JUNIOR SUITE"
"13988","SINGLE FAMILY SUITE"
"14014","SINGLE FAMILY SUITE (+ SOFA)"
"12547","SINGLE GARDEN VIEW"
"13758","SINGLE GARDEN VIEW (1A)"
"12757","SINGLE GARDEN VIEW + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"12562","SINGLE INNER"
"12550","SINGLE INNER + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"12102","SINGLE INTERIOR"
"14329","SINGLE INTERIOR    NO REEMBOLSABLE"
"14341","SINGLE INTERIOR   TARIFA EMPAQUETADA    NO REEMBOLSABLE"
"13921","SINGLE JUNIOR SUITE"
"12674","SINGLE KING SIZE BED"
"12390","SINGLE LISBOA ROOM"
"12455","SINGLE LUXURY"
"12605","SINGLE MANSARDA"
"14163","SINGLE NO REEMBOLSABLE"
"11422","SINGLE NON REFUNDABLE"
"12339","SINGLE PETITE ROOM"
"12565","SINGLE POOL VIEW"
"11037","SINGLE PREMIUM"
"13928","SINGLE PREMIUM (1A)"
"12418","SINGLE PREMIUM + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"11750","SINGLE PREMIUM ROOM"
"12371","SINGLE PREMIUM ROOM WITH TERRACE AND OCEAN VIEW"
"12640","SINGLE QUEEN SIZE BED"
"12767","SINGLE RIVER VIEW"
"12766","SINGLE RIVER VIEW + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"1967","SINGLE ROOM"
"14809","SINGLE ROOM   BREAKFAST INCLUDED IN THE PRICE"
"14893","SINGLE ROOM   EXECUTIVE"
"15057","SINGLE ROOM   GRAND DE LUXE"
"13571","SINGLE ROOM   NON REFUNDABLE"
"14983","SINGLE ROOM   NON REFUNDABLE   BREAKFAST INCLUDED IN THE PRICE"
"14897","SINGLE ROOM   PREMIUM"
"13765","SINGLE ROOM   SUPERIOR"
"13751","SINGLE ROOM   SUPERIOR + "
"14336","SINGLE ROOM   TARIFA EMPAQUETADA"
"14338","SINGLE ROOM   TARIFA EMPAQUETADA    NO REEMBOLSABLE"
"11341","SINGLE ROOM  BREAKFAST INCLUDED IN THE PRICE"
"11074","SINGLE ROOM  NON REFUNDABLE"
"11865","SINGLE ROOM  NONREFUNDABLE"
"13629","SINGLE ROOM , 1 DOUBLE BED + "
"13524","SINGLE ROOM , 1 TWIN BED"
"13523","SINGLE ROOM , 1 TWIN BED + "
"13737","SINGLE ROOM + "
"13325","SINGLE ROOM + EXT SPO 10%"
"12797","SINGLE ROOM + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"11954","SINGLE ROOM 1 TWIN BED"
"11953","SINGLE ROOM 1 TWIN BED NONREFUNDABLE"
"13246","SINGLE ROOM 1 TWIN BED NONSMOKING NON REFUNDABLE"
"11029","SINGLE ROOM BB"
"15088","SINGLE ROOM BB   NON REFUNDABLE"
"11111","SINGLE ROOM BB  NON REFUNDABLE"
"15130","SINGLE ROOM HB"
"15124","SINGLE ROOM HB   NON REFUNDABLE"
"13244","SINGLE ROOM NON REFUNDABLE"
"15234","SINGLE ROOM NR"
"11007","SINGLE ROOM RO"
"15071","SINGLE ROOM RO   NON REFUNDABLE"
"10994","SINGLE ROOM RO  NON REFUNDABLE"
"15231","SINGLE ROOM RO NR"
"13467","SINGLE ROOM SHARED BATHROOM"
"12148","SINGLE ROOM WITH BALCONY"
"13489","SINGLE ROOM WITH PRIVATE BATHROOM   NON REFUNDABLE"
"13829","SINGLE ROOM WITH TERRACE"
"13823","SINGLE ROOM WITH TERRACE NON REFUNDABLE"
"13573","SINGLE ROOM, SHARED BATHROOM (1 TWIN BED)   PACKAGE RATE"
"11070","SINGLE SEA VIEW"
"15127","SINGLE SEA VIEW ROOM"
"15141","SINGLE SEA VIEW ROOM BB"
"15144","SINGLE SEA VIEW ROOM HB"
"12242","SINGLE SEA VIEW WITH BALCONY"
"291","SINGLE STANDARD"
"14330","SINGLE STANDARD    NO REEMBOLSABLE"
"14331","SINGLE STANDARD   TARIFA EMPAQUETADA"
"14328","SINGLE STANDARD   TARIFA EMPAQUETADA    NO REEMBOLSABLE"
"5371","SINGLE STANDARD + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"15138","SINGLE STANDARD BB"
"15153","SINGLE STANDARD HB"
"11275","SINGLE STANDARD NON REFUNDABLE"
"12515","SINGLE STANDARD PLUS"
"14334","SINGLE STANDARD PLUS   TARIFA EMPAQUETADA    NO REEMBOLSABLE"
"12104","SINGLE STANDARD ROOM"
"14269","SINGLE STANDARD ROOM (BALCONY)"
"13295","SINGLE STANDARD ROOM (NON REFUNDABLE)"
"14596","SINGLE STANDARD ROOM (SEAVIEW, BALCONY NON REFUNDABLE)"
"14600","SINGLE STANDARD ROOM (SEAVIEW, BALCONY)"
"12127","SINGLE STANDART"
"14166","SINGLE STANDART    NO REEMBOLSABLE"
"12115","SINGLE STANDART + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"14086","SINGLE STUDIO"
"13998","SINGLE SUITE"
"14022","SINGLE SUITE WITH STREET VIEW"
"12170","SINGLE SUPERIOR"
"14335","SINGLE SUPERIOR    NO REEMBOLSABLE"
"14337","SINGLE SUPERIOR   TARIFA EMPAQUETADA"
"14332","SINGLE SUPERIOR   TARIFA EMPAQUETADA    NO REEMBOLSABLE"
"12158","SINGLE SUPERIOR + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"12949","SINGLE SUPERIOR CITY VIEW"
"12729","SINGLE SUPERIOR KING BED"
"12517","SINGLE SUPERIOR PLUS"
"12977","SINGLE SUPERIOR POOL VIEW"
"11744","SINGLE SUPERIOR ROOM"
"14436","SINGLE SUPERIOR ROOM    NO REEMBOLSABLE"
"14188","SINGLE SUPERIOR ROOM   NON REFUNDABLE"
"14610","SINGLE SUPERIOR ROOM (GARDENVIEW)"
"14493","SINGLE SUPERIOR ROOM (NON REFUNDABLE)"
"14630","SINGLE SUPERIOR ROOM (POOLVIEW)"
"11907","SINGLE SUPERIOR ROOM BB"
"15119","SINGLE SUPERIOR ROOM BB   NON REFUNDABLE"
"11889","SINGLE SUPERIOR ROOM BB  NON REFUNDABLE"
"11721","SINGLE SUPERIOR ROOM NON REFUNDABLE"
"11887","SINGLE SUPERIOR ROOM RO"
"15101","SINGLE SUPERIOR ROOM RO   NON REFUNDABLE"
"11876","SINGLE SUPERIOR ROOM RO  NON REFUNDABLE"
"13418","SINGLE SUPERIOR ROOM WITH BALCONY"
"12349","SINGLE SUPERIOR ROOM WITH BALCONY AND GARDEN VIEW"
"12297","SINGLE SUPERIOR SEA VIEW"
"12684","SINGLE SUPERIOR WITH BALCONY"
"14224","SINGLE VISTA MAR"
"14230","SINGLE VISTA MAR VARANDA"
"12188","SINGLE WITH BALCONY"
"12796","SINGLE WITH BALCONY + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"12103","SINGLE WITH DOUBLE BED"
"13255","SINGLE WITH VIEW"
"12291","SINGLE WITH VIEWS"
"12615","SINGLE WITH VIEWS + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"12801","SINGLE WITHOUT BALCONY + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"13287","SINGLE, GARDEN VIEW"
"11944","SINGLE, SWIMMINGPOOL VIEW"
"13240","SINGLE(1+0)"
"14482","SINGLEUSE ROOM"
"14474","SINGLEUSE ROOM (NON REFUNDABLE)"
"14873","SINGLEUSE STANDARD ROOM"
"14555","SINGLEUSE STANDARD SUITE (STREETVIEW, NON REFUNDABLE)"
"14552","SINGLEUSE SUITE (STREETVIEW, NON REFUNDABLE)"
"14557","SINGLEUSE SUITE (STREETVIEW)"
"749","SMALL DOUBLE"
"5481","SMALL DOUBLE + EXCLUSIVE DISCOUNT"
"255","SMALL DOUBLE ROOM"
"15399","SMALL DOUBLE/TWIN ROOM"
"15414","SMALL DOUBLE/TWIN ROOM BB"
"13601","SMALL ROOM"
"12531","SMALL ROOM INTERIOR VIEW"
"14387","SMALL ROOM INTERIOR VIEW    NO REEMBOLSABLE"
"14403","SMALL ROOM INTERIOR VIEW   TARIFA EMPAQUETADA    NO REEMBOLSABLE"
"12540","SMALL ROOM STREET VIEW"
"14958","SMALL ROOM WITH SHARED BATHROOM"
"16420","SMALL ROOM WITH SHARED BATHROOM 1 CAMA DE CASAL + PREÇO PARA MEMBROS: 10%"
"16416","SMALL ROOM WITH SHARED BATHROOM 1 CAMA DE CASAL <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 20%"
"13318","SMALL ROOM WITH STREET VIEW , 1 QUEEN BED + "
"16049","SMALL ROOM WITH STREET VIEW 1 CAMA QUEEN SIZE <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 14%"
"6656","SMALL ROOM,1 DOUBLE BED,NONSMOKING"
"6637","SMALL ROOM,1 DOUBLE BED,NONSMOKING + SAVE10%"
"976","SOL ROOM"
"974","SOL ROOM- TARIFA NO REEMBOLSABLE"
"572","SPACE CLUB ROOMS BY ZAHA HADID"
"641","SPACIOUS ROOM WITH BALCONY   KING BED"
"640","SPACIOUS ROOM WITH BALCONY   TWIN BEDS"
"1291","SPECIAL ROOM"
